parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,target
12044112,1,,,2,3,,8,2,,,2208,2208,,,,,6037,,2,,,,2,34202615,-118287720,13599,,,,,,100,261,BUR1YY,60373101,396054,3101,,96433,0,,,,1,,,1923,,,172097,452847,2016,280750,5122.52,,,60373101004000,0.02892381807
14349406,,,,2.5,3,,,2.5,,,2844,2844,,,,,6059,,2,2,489,,,33738178,-117771755,4928,,,,,,122,261,,60590524.2,52650,1286,274371,96939,0,,1,,,,,1997,,,440330,875357,2016,435027,10338.1,,,60590524203032,0.1604553176
14614964,,,,3.5,3,,,3.5,,,2190,2190,,,,,6059,,3,2,0,,,33540652,-117634455,,,,,,,1,266,,60590320.58,52835,1286,764109,96998,0,,1,,,,,2005,,,384900,562351,2016,177451,9941.34,,,60590320581000,0.001865118435
12566627,,,,1,3,,4,1,,,1406,1406,,,,,6037,,1,,,,7,33836714,-118216536,5535,,,,,,100,261,CARS*,60375440.01,,3101,,96244,0,,,,1,,,1945,,,68792,342854,2016,274062,4715.51,,,60375440014001,0.02198661354
12598347,1,,,1,2,,4,1,,,1021,1021,,,,,6037,,1,,,,2,33833675,-118326198,5620,,,,,,100,261,TORR-LO,60376509.01,54722,3101,274895,96159,0,,,,1,,,1927,,,120742,603714,2016,482972,6905.11,,,60376509013034,-0.00524328249
14649489,1,8,,2.5,2,,,2.5,,,1346,1346,,,,,6059,,2,1,0,,6,33780518,-118012970,,1,,,,1,34,266,,60591100.04,24832,1286,,97052,4,,1,6,,,,1967,2,,92705,178113,2016,85408,2340.06,Y,15,60591100041003,0.9684140482
10715925,,,,2,3,,8,2,,,1735,1735,,,,,6037,,2,,,,2,34218377,-118615442,7903,,,,,,100,261,LARS,60371343.02,12447,3101,268588,96339,0,,,,1,,,1959,,,123934,306842,2016,182908,3818.4,,,60371343021000,-0.03263007611
12039176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1757507312
17252396,,,,2,4,,,2,,1338,1338,1338,,,1338,,6111,,2,2,410,,,34257958,-118751875,6884,,,,,,1111,261,,61110080.04,27110,2061,,97118,8,,,,,100,,1964,1,,140235,233721,2016,93486,2885.08,,,61110080042006,-0.02410340983
11639949,1,,,7,8,,10,7,,,11703,11703,,,,,6037,,7,,,,2,34083388,-118420838,28631,1,,,,1,101,261,BHR1*,60377007,10389,3101,,96086,0,,,,1,,,1926,,,3507042,6474535,2016,2967493,75572.56,,,60377007002006,-0.2313191834
11614926,1,,,2,2,,11,2,,,1508,1508,,,,,6037,,2,,,,2,34046600,-118443000,6239,,,,,,010C,266,LAR3,60372672,12447,3101,118887,96006,0,,,,1,,,1982,,,319875,636851,2016,316976,7708.92,,,60372672001012,0.03861622778
14643118,,,,2.5,3,,,2.5,,,2094,2094,,,,,6059,,2,2,0,,,33650708,-117780843,,,,,,,1,266,,60590626.04,52650,1286,275111,96940,0,,1,,,,,2003,,,292529,826635,2016,534106,10857.22,,,60590626042013,0.005764272405
10910072,1,,,3,3,,8,3,,,3190,3190,,,,,6037,,3,,,,2,34144791,-118402893,7001,,,,,,100,261,LAR1,60371435,12447,3101,47880,96449,0,,,,1,,,1936,,,243660,1218300,2016,974640,14744.78,,,60371435002010,0.02972676775
12649764,1,,,1,0,,7,1,,,750,750,,,,,6037,,1,,,,2,34046621,-118250865,60494,,,,,,010C,266,LAC2,60372073.01,12447,3101,54300,96221,0,,,,,,,2006,,,121830,203050,2016,81220,2649.9,,,60372962203014,0.06997775029
11652881,1,,,3,2,,7,3,,,1316,1316,,,,,6037,,3,,,,2,34105033,-118443402,2499,,,,,,100,261,LARE40,60372612,12447,3101,113749,96058,0,,,,1,,,1989,,,152656,763284,2016,610628,9184.81,,,60372612001082,0.05456250522
12094011,1,,,2,3,,6,2,,,1444,1444,,,,,6037,,2,,,,2,34171737,-118178284,7361,,,,,,100,261,PSR4,60374608,47019,3101,274684,96291,0,,,,1,,,1931,,,134411,485655,2016,351244,5695.88,,,60374608002013,0.04354701046
11630513,,,,2,3,,7,2,,,1741,1741,,,,,6037,,2,,,,2,34069510,-118380897,5496,,,,,,100,261,BHR1YY,60377008.02,10389,3101,,96087,0,,,,1,,,1927,,,208047,836348,2016,628301,9801.66,,,60377008021009,-0.05095599637
14610877,,,,2,2,,,2,,,1047,1047,,,,,6059,,2,2,0,,,33576292,-117721753,3521,,,,,,34,266,,60590626.37,37086,1286,,96974,0,,,,,,,1990,,,123965,255786,2016,131821,2560.54,,,60590626372018,-0.03866565545
12704512,,,,2,3,,7,2,,,2436,2436,,,,,6037,,2,,,,2,33744012,-118383785,9111,,,,,,100,261,RPRS10000S,60376706.02,54053,3101,,96122,0,,,,1,,,1964,,,247270,1236364,2016,989094,14002.34,Y,15,60376706022006,0.03151534039
14687864,1,,,1.5,2,,,1.5,,,860,860,,,,,6059,,1,1,0,,24,33742659,-117833735,,,,,,,34,266,,60590754.03,27491,1286,,97016,5,,1,,,,,1978,2,,61222,286842,2016,225620,3421.04,,,60590754033036,-0.0296649368
10961709,,,,2,3,,6,2,,,2531,2531,,,,,6037,,2,,,,2,34146787,-118343258,8966,1,,,,1,101,261,BUR1YY,60373116,396054,3101,265889,96437,0,,,,1,,,1940,,,64183,123804,2016,59621,1449.99,,,60373116001023,-0.1597838052
11659397,,,,3,4,,8,3,,,2112,2112,,,,,6037,,3,,,,2,34054923,-118475506,6999,,,,,,100,261,LAR1,60372640,12447,3101,113910,96030,0,,,,1,,,1936,,,62318,169371,2016,107053,2193.13,,,60372640002007,-0.04563475914
11015064,,,,3,4,,8,3,,,1742,1742,,,,,6037,,3,,,,2,34295894,-118507147,10350,1,,,,1,101,261,LARS,60371066.41,12447,3101,31817,96370,0,,,,1,,,1961,,,154298,289984,2016,135686,3734.8,,,60371066411011,0.01793839566
11981549,1,,,2,3,,7,2,,,2050,2050,,,,,6037,,2,,,,2,34067500,-118304000,,,,,,,010C,266,LAR3,60372118.04,12447,3101,268236,96001,0,,,,1,,,2006,,,179738,566130,2016,386392,6884.63,,,60372118042000,0.03125167466
11009337,1,,,3,4,,8,3,,,2097,2097,,,,,6037,,3,,,,2,34302440,-118515189,7514,1,,,,1,101,261,LARS,60371066.03,12447,3101,31817,96370,0,,,,1,,,1969,,,75389,118026,2016,42637,1578.89,,,60371066032027,-0.002990357749
11993265,1,,,2,2,,7,2,,,1200,1200,,,,,6037,,2,,,,2,34080000,-118313000,14516,,,,,,010C,266,LAR3,60371924.2,12447,3101,274517,95985,0,,,,1,,,1991,,,62413,270460,2016,208047,3322.69,,,60371924202001,-0.02377381663
14503028,,,,2,3,,,2,,,1326,1326,,,,,6059,1,2,2,454,,,33646398,-117657636,8690,,,,,,122,261,,60590320.3,12773,1286,,96995,5,,,,,,,1976,1,,66950,159398,2016,92448,1661.12,,,60590320301010,-0.01154022912
11019578,,,,2,3,,4,2,,,1215,1215,,,,,6037,,2,,,,7,34275967,-118438663,7500,,,,,,100,261,LAR1,60371095,12447,3101,40215,96366,0,,,,1,,,1953,,,61720,78676,2016,16956,1082.53,,,60371095002010,0.00798354769
11588133,,,,2,4,,5,2,,,1399,,,1399,,,6037,,2,,,,7,34004618,-118480023,4904,,,,,,200,246,SMOP2*,60377020.02,26964,3101,117023,96152,0,,,,2,,,1925,,,304575,1116775,2016,812200,13275.63,,,60377020022001,-0.05651390888
17248123,,,,3,4,,,3,,1474,2613,2613,,,1474,,6111,1,3,2,432,,,34260447,-118797591,8835,,,,,,1111,261,,61110075.14,27110,2061,,97118,7,,,,,,,2002,2,,228000,656000,2016,428000,7417.86,,,61110075143001,0.01735636404
14666750,,,,2,2,,,2,,,1126,1126,,,,,6059,,2,,,,,33716200,-118047000,,,,,,,34,266,,60590994.16,25218,1286,,96967,0,,,,,,,1989,,,151573,333192,2016,181619,3848.62,,,60590994161000,-0.03134376411
14596417,,,,2,2,,,2,,,1103,1103,,,,,6059,,2,1,0,,,33859000,-117970000,,,,,,,34,266,,60590018.02,24812,1286,,97041,0,,,,,,,1983,,,81312,283254,2016,201942,3410.76,,,60590018024000,0.03906165759
11987188,,,,2,3,,8,2,,,2007,2007,,,,,6037,,2,,,,2,34071591,-118351990,5979,,,,,,100,261,LAR1,60372140,12447,3101,276450,96017,0,,,,1,,,1932,,,119871,294879,2016,175008,3651.27,,,60372140002004,-0.1980311584
11673906,1,,,4,4,,7,4,,,2434,2434,,,,,6037,,4,,,,2,34107858,-118634453,395426,,,,,,100,261,LCA11*,60378001.02,56780,3101,,96126,0,,,,1,,,1993,,,817783,2233549,2016,1415766,26890.77,,,60378001023000,0.1810223702
14626475,,,,1,1,,,1,,,804,804,,,,,6059,,1,1,0,,,33652137,-117581714,,,,,,,34,266,,60590320.51,15554,1286,,96993,0,,,,,,,1986,,,85172,136794,2016,51622,1887.26,,,60590320512007,0.06844109176
11989545,,,,3,6,,9,3,,,4532,4532,,,,,6037,,3,,,,2,34069986,-118320623,12532,,,,,,101,261,LARE9,60372115,12447,3101,274517,95985,0,,,,1,,,1923,,,962761,3421391,2016,2458630,41152.12,,,60372115003012,-0.3386110877
11044465,1,,,3,3,,8,3,,,1287,1287,,,,,6037,,3,,,,2,34235100,-118462000,58321,1,,,,1,012C,266,LARD2,60371175.1,12447,3101,13017,96369,0,,,,1,,,1981,,,165188,218966,2016,53778,2670.28,,,60371175101002,-0.05507184726
12691500,,,,1,1,,8,1,,,659,659,,,,,6037,,1,,,,7,33785200,-118342000,433845,1,,,,1,010E,266,LCR3*,60376702.01,,3101,,96121,0,,,,1,,,1973,,,76393,190984,2016,114591,2684.13,,,60376702012012,0.0007561511897
10903768,1,,,2,2,,6,2,,,865,865,,,,,6037,,2,,,,2,34159300,-118414000,11920,,,,,,010E,266,LARD1.5,60371247,12447,3101,27080,96424,0,,,,1,,,1975,,,81789,176561,2016,94772,2181.94,,,60371247004000,0.04220383459
17240834,,,,2.5,3,,,2.5,,1227,2607,2607,,,1227,,6111,1,2,2,578,,,34292708,-118681581,4195,,,,,,1111,261,,61110083.05,27110,2061,,97116,9,,1,,,,,2000,2,,245000,701000,2016,456000,7883.18,,,61110083051024,0.06641941569
14637079,,,,3,4,,,3,,,2117,2117,,,,,6059,,3,2,0,,,33703786,-117733862,,,,,,,1,266,,60590524.26,52650,1286,403197,96954,0,,,,,,,2012,,,360148,815486,2016,455338,11797.1,,,60590524173014,-0.01337508807
17133351,,,,2,2,,,2,,807,1189,1189,,,807,,6111,1,2,2,0,,,34222949,-119060294,3049,,,,,,1129,266,,61110055.02,51239,2061,,97089,4,,,,,,,1979,2,,110930,221860,2016,110930,2421.98,,,61110055022000,0.04169801453
14652980,,,,1,1,,,1,,,644,644,,,,,6059,,1,1,0,,,33554493,-117688531,,,,,,,1,266,,60590423.35,25459,1286,,96987,0,,,,,,,1989,,,85855,182498,2016,96643,1861.52,,,60590423351013,0.001326062117
11589385,,,,2,2,,4,2,,,1016,1016,,,,,6037,,2,,,,2,34000200,-118474356,4810,,,,,,100,261,SMOP2*,60377021.02,12447,3101,21056,96152,0,,,,1,,,1922,,,52451,98815,2016,46364,1645.51,,,60377021022011,0.01121694962
11068839,1,,,5,5,,11,5,,,5192,5192,,,,,6037,,5,,,,2,34297925,-118575978,11021,1,,,,1,010D,269,LARE11,60371082.02,12447,3101,275078,96356,0,,,,1,,,2006,,,691000,1349000,2016,658000,16422.75,,,60371082021017,-0.007491564915
10994714,,,,2,2,,6,2,,,960,960,,,,,6037,,2,,,,2,34261373,-118312427,3853,,,,,,100,261,LAR1,60371031.03,12447,3101,27328,96282,0,,,,1,,,1957,,,72556,178568,2016,106012,2230.24,,,60371031025009,0.01730512483
10966507,,,,2,4,,4,2,,,1170,1170,,,,,6037,,2,,,,7,34301339,-118457636,6062,1,,,,1,101,261,LAR1,60371065.2,12447,3101,34213,96368,0,,,,1,,,1954,,,210382,353427,2016,143045,4342.75,,,60371065202013,-0.1004897401
12539913,,,,4,6,,5,4,,,2444,,,2444,,,6037,,4,,,,,33786015,-118149818,6751,,,,,,400,248,LBR2N,60375751.03,46298,3101,273252,96238,0,,,,4,,,1925,,,227817,621319,2016,393502,7767.78,,,60375751032000,-0.005347164486
11672349,1,,,5,4,,11,5,,,4583,4583,,,,,6037,,5,,,,2,34074268,-118547150,7950,,,,,,100,261,LARD3,60372626.01,12447,3101,19810,96120,0,,,,1,,,1999,,,652602,2059541,2016,1406939,24801.21,,,60372626011019,0.001297181571
14655191,1,,,2.5,3,,,2.5,,,1760,1760,,,,,6059,,2,2,0,,24,33534285,-117713479,,,,,,,34,266,,60590423.26,25459,1286,,96987,7,,1,,,,,1977,2,,140975,517777,2016,376802,5183.48,Y,15,60590423262017,0.008211271575
12534504,,,,2,2,,6,2,,,740,740,,,,,6037,,2,,,,7,33779200,-118144000,,,,,,,010E,266,LBR3S,60375770,46298,3101,273567,96238,0,,,,1,,,1985,,,157363,258888,2016,101525,3167.19,Y,15,60375770002002,0.014730093
11992189,1,,,2,2,,7,2,,,1280,1280,,,,,6037,,2,,,,2,34081900,-118307000,,,,,,,010C,266,LAR3,60371925.1,12447,3101,32059,95985,0,,,,1,,,2007,,,383147,481522,2016,98375,5766.76,,,60371925102002,0.01212757207
13844746,,,,1,2,,,1,,,1387,1387,,,,,6059,,1,1,360,,,33728254,-117875348,6191,,,,,,122,261,,60590746.01,47568,1286,268602,97007,5,,,,,,,1946,2,,26989,48371,2016,21382,805.5,,,60590746014019,0.4423028084
10905882,1,,,1,2,,6,1,,,1300,1300,,,,,6037,,1,,,,2,34153003,-118418638,8105,,,,,,100,261,LAR1,60371434,12447,3101,27080,96424,0,,,,1,,,1939,,,41816,93981,2016,52165,1190.76,,,60371434004006,0.01809032391
11594167,,,,2,2,,9,2,,,1585,1585,,,,,6037,,2,,,,7,34024400,-118510000,22461,,,,,,010E,266,SMR4*,60377013.04,26964,3101,,96149,0,,,,1,,,1963,,,378790,1893955,2016,1515165,22011.69,,,60377013043020,0.04751885278
14467534,,,,4.5,7,,,4.5,,,4196,4196,,,,,6059,,4,3,729,TRUE,,33590067,-117587002,15840,1,,,1,,122,261,,60590320.44,17597,1286,,96989,0,,1,,,,,1994,,,535441,951985,2016,416544,9987.7,,,60590320443023,0.07644142262
17229793,,,,2,3,,,2,,1205,1205,1205,,,1205,,6111,,2,2,483,,,34280979,-118749828,6500,,,,,,1111,261,,61110079.04,27110,2061,,97118,5,,,,,160,,1968,1,,161234,322468,2016,161234,3909.58,,,61110079041004,0.02748930697
14676237,,7,,2,2,,,2,,,1124,1124,,,,,6059,,2,1,0,,6,33504447,-117665048,,1,,,,1,34,266,,60590423.12,33840,1286,,96985,5,,,6,,,,1976,1,TRUE,85750,160870,2016,75120,1626.82,,,60590423124019,0.01815649275
12543763,,,,2,2,,8,2,,,1149,1149,,,,,6037,,2,,,,2,33769600,-118167000,20410,,,,,,010C,266,LBR1N,60375768.01,46298,3101,416302,96246,0,,,,1,,,1980,,,182498,263135,2016,80637,3238.15,,,60375768013005,-0.0240751447
14718694,,,,2.5,3,,,2.5,,,1184,1184,,,,,6059,,2,1,0,,,33568647,-117734920,,,,,,,34,266,,60590626.39,37086,1286,,96974,0,,1,,,,,1994,,,164351,490000,2016,325649,4925.54,,,60590626391000,0.09162240019
12558702,,,,2,2,,8,2,,,1352,1352,,,,,6037,,2,,,,2,33771300,-118201000,32324,,,,,,010C,266,LBPD14,60375759.01,46298,3101,273486,96236,0,,,,1,,,1984,,,84000,327000,2016,243000,3900.25,,,60375759013004,0.0252173733
10918697,1,,,3,5,,8,3,,,2568,2568,,,,,6037,,3,,,,2,34136843,-118422179,21046,,,,,,100,261,LAR1,60371439.02,12447,3101,27080,96424,0,,,,1,,,1951,,,339529,1697655,2016,1358126,20567.44,,,60371439022008,0.04355642907
11024652,,,,3,4,,6,3,,,1914,1914,,,,,6037,,3,,,,7,34255564,-118411568,7499,,,,,,100,261,LAR1,60371048.1,12447,3101,40215,96361,0,,,,1,,,1937,,,181441,278050,2016,96609,3404.98,,,60371048101002,0.01560598187
12072425,1,,,3,5,,11,3,,,3969,3969,,,,,6037,,3,,,,2,34174523,-118246409,10000,1,,,,1,101,261,GLR1*,60373007.02,45457,3101,273890,96326,0,,,,1,,,1979,,,612000,768308,2016,156308,8477.19,,,60373007022004,0.01083823032
14619765,,,,2,2,,,2,,,1031,1031,,,,,6059,,2,,,,,33716200,-118049000,,,,,,,34,266,,60590994.16,25218,1286,,96967,0,,,,,,,1989,,,136608,403858,2016,267250,4683.6,,,60590994161003,0.029368663
14447546,,,,2,2,,,2,,,1618,1618,,,,,6059,,2,2,525,,,33449539,-117650210,2848,,,,,,122,261,,60590422.06,,1286,,96982,6,,,,,,,1978,1,,128243,337566,2016,209323,3725.32,,,60590422062014,0.04330514152
14646625,,,,2,2,,,2,,,1627,1627,,,,,6059,,2,,,,24,33612200,-117747000,,,,,,,34,266,,60590626.49,46098,1286,,96963,5,,,,,,,1973,,,126268,329719,2016,203451,3340,,,60590626491006,0.01142058152
10975074,,,,2,3,,4,2,,,1867,1867,,,,,6037,,2,,,,2,34301594,-118432760,11567,,,,,,100,261,SFR1*,60373201,47547,3101,,96366,0,,,,1,,,1947,,,144024,364413,2016,220389,5321.95,,,60373201001005,0.3110883631
11669564,,,,3,4,,9,3,,,2504,2504,,,,,6037,,3,,,,2,34061851,-118501259,10163,,,,,,100,261,LAR1,60372624,12447,3101,19810,96120,0,,,,1,,,1941,,,87170,213283,2016,126113,2803.63,,,60372624001003,-0.4118896076
12027880,,,,3,4,,9,3,,,3181,3181,,,,,6037,,3,,,,2,34104378,-118342728,13306,1,,,,1,101,261,LAR1,60371897.02,12447,3101,274049,96049,0,,,,1,,,1929,,,752000,2380000,2016,1628000,28861.85,,,60371897021020,0.06701039926
10723295,1,,,2,4,,8,2,,,2208,2208,,,,,6037,,2,,,,2,34202367,-118637971,11111,,,,,,100,261,LARE11,60371344.22,12447,3101,268588,96342,0,,,,1,,,1966,,,82289,113750,2016,31461,1576.65,,,60371344222012,0.02087236002
11625908,1,,,4,5,,7,4,,,2951,2951,,,,,6037,,4,,,,2,34061321,-118396330,6069,1,,,,1,101,261,BHR1YY,60377009.02,10389,3101,,96088,0,,,,1,,,1934,,,570773,2604115,2016,2033342,30329.76,,,60377009023006,0.0157240598
10953763,1,,,3,4,,8,3,,,2403,2403,,,,,6037,,3,,,,2,34208552,-118327215,17902,1,,,,1,101,261,BUR1*,60373101,396054,3101,,96436,0,,,,1,,,1972,,,67706,149072,2016,81366,1747.23,,,60373101002007,0.003525643107
12568353,,,,2,3,,4,2,,,1207,1207,,,,,6037,,2,,,,7,33817768,-118213786,5502,,,,,,100,261,LBR3T,60375723.02,46298,3101,275989,96244,0,,,,1,,,1939,,,60529,144443,2016,83914,1926.41,,,60375723023001,0.02900271206
12006697,,,,2,3,,4,2,,,1406,1406,,,,,6037,,2,,,,7,34087804,-118299955,9050,,,,,,100,261,LAR3,60371916.2,12447,3101,32059,96010,0,,,,1,,,1917,,,109875,326318,2016,216443,4056.07,,,60371916201005,-0.2774745957
11659743,1,,,3,4,,9,3,,,3117,,,3117,,,6037,,3,,,,2,34056136,-118472714,24218,1,,,,1,200,246,LARS,60372640,12447,3101,113910,96030,0,,,,2,,,1979,,,792238,4725153,2016,3932915,56622.22,,,60372640002010,-0.02201852753
14464791,,,,2.5,3,,,2.5,,,1703,1703,,,,,6059,,2,2,452,,,33554034,-117630818,2700,,,,,,1,261,,60590320.59,52835,1286,764105,96998,0,,1,,,,,2002,,,191198,397889,2016,206691,6016.32,,,60590320594006,0.08552771127
12561609,1,,,2,2,,8,2,,,925,925,,,,,6037,,2,,,,2,33769500,-118187000,14827,,,,,,010C,266,LBR4H,60375762.01,46298,3101,416306,96236,0,,,,1,,,1982,,,159255,199065,2016,39810,2561.24,,,60375762005035,0.02596933926
14197244,,,,0,0,,,,,,,,,,,,6059,,,,,,,33898674,-117779067,9730,,,,,,1,261,,60590218.23,21412,1286,,97078,0,,,,,,,,,,384523,643406,2016,258883,7046.6,,,60590218231012,0.01417210611
10762946,,,,2,3,,4,2,,,1115,1115,,,,,6037,,2,,,,7,34212796,-118543472,13043,,,,,,100,261,LARA,60371316,12447,3101,40548,96364,0,,,,1,,,1956,,,101859,254647,2016,152788,3314.51,,,60371316001008,-0.02139544357
12451632,,,,1,2,,4,1,,,911,911,,,,,6037,,1,,,,7,33862484,-118171283,4570,,,,,,100,261,LBR1N,60375705.02,46298,3101,276476,96239,0,,,,1,,,1938,,,89551,281260,2016,191709,3412.1,,,60375705023009,-0.008360922479
14304027,,,,3,4,,,3,,,2239,2239,,,,,6059,,3,2,522,,,33712836,-117788461,3610,,,,,,122,261,,60590525.27,52650,1286,275916,96943,0,,,,,,,1998,,,219113,515517,2016,296404,7626.38,,,60590525271016,0.02380018291
11736640,,,,1,3,,4,1,,,1362,1362,,,,,6037,,1,,,,7,34038645,-118353236,5668,,,,,,100,261,LARD2,60372184,12447,3101,274514,95997,0,,,,1,,,1925,,,106103,371362,2016,265259,4610.75,Y,14,60372184002005,0.1037334516
11794444,1,,,1,1,,,1,,,690,690,,,,,6037,,1,,,,2,34046500,-118237000,91243,1,,,,1,01HC,266,LAC2,60372060.31,12447,3101,268057,95994,0,,,,,,,2007,,,127000,424000,2016,297000,5043.46,,,60372060311028,-0.006893810048
13888318,,,,1,1,,,1,,,1012,,,,,1012,6059,,1,,,,,33605575,-117914420,3151,,,,,,122,261,,60590628,53571,1286,,96979,4,,,,,,,1929,3,,68597,1256508,2016,1187911,13665.84,,,60590628002045,0.05470934151
12855516,1,,,3,3,,7,3,,,2814,2814,,,,,6037,,3,,,,2,33968766,-117844185,7198,,,,,,100,261,LCR17500*,60374033.25,24384,3101,,96505,0,,,,1,,,1979,,,228826,285082,2016,56256,3559.99,,,60374033253002,0.01605391809
17060371,,,,1,3,,,1,,1102,1102,1102,,,1102,,6111,,1,2,719,,,34394205,-119298424,21780,,,,,,1110,261,,61110011.02,40110,2061,,97098,6,,,,,,,1951,1,,116067,423157,2016,307090,5852.64,,,61110011022029,0.05221038383
12855619,1,,,5,4,,11,5,,,7311,7311,,,,,6037,,5,,,,2,33991234,-117990179,53897,,,,,,100,261,LCA1YY,60374085.03,45602,3101,,96489,0,,,,1,,,2003,,,794940,1810190,2016,1015250,20538.72,Y,15,60374085033000,0.3801942998
14160142,,,,2,3,,,2,,,1839,1839,,,,,6059,1,2,2,456,,,33914793,-117872800,8020,,,,,,122,261,,60590218.14,17150,1286,,97035,7,,,,,,,1970,1,,126982,651000,2016,524018,7508.86,,,60590218144014,0.003301045513
11234364,1,,,2,2,,6,2,,,937,937,,,,,6037,,2,,,,2,34555651,-118078405,4193,,,,,,100,261,PDRPD10U*,60379107.15,40227,3101,,97328,0,,,,1,,,1986,,,114114,152185,2016,38071,2783.14,,,60379107152008,0.0821854742
10870685,,,,3,3,,7,3,,,2296,2296,,,,,6037,,3,,,,2,34132987,-118489940,48121,1,,,,1,101,261,LARE15,60371397.02,12447,3101,51906,96426,0,,,,1,,,1963,,,137842,689249,2016,551407,8625.86,,,60371397023002,0.09975148093
11479282,,,,2,4,,8,2,,,1772,1772,,,,,6037,,2,,,,2,33924559,-118400596,5553,1,,,,1,104,261,ESR1YY,60376200.01,55753,3101,,96103,0,,,,1,,,1954,,,181081,905414,2016,724333,10147.64,,,60376200012010,0.1503781114
12855690,,,,3,5,,8,3,,,3663,3663,,,,,6037,,3,,,,2,33984148,-117991513,11736,,,,,,100,261,LCRA12000*,60374085.03,45602,3101,,96489,0,,,,1,,,1976,,,228431,664988,2016,436557,7833.31,,,60374085033006,0.09109638934
12855733,1,,,3,4,,8,3,,,2757,2757,,,,,6037,,3,,,,2,33985296,-117990581,17414,1,,,,1,101,261,LCRA12000*,60374085.03,45602,3101,,96489,0,,,,1,,,1974,,,414425,802047,2016,387622,9302.86,,,60374085033006,-0.02234607117
13893073,,,,3,4,,,3,,,2374,2374,,,,,6059,1,3,2,462,,,33605722,-117878155,11502,1,,,,1,122,261,,60590627.01,53571,1286,28119,96957,8,,,,,,,1958,1,,159287,2480000,2016,2320713,26376.32,,,60590627011056,-0.08202778689
12915535,1,,,1,3,,4,1,,,1065,1065,,,,,6037,,1,,,,2,34104110,-117924062,5154,,,,,,100,261,LCA105,60374058,24245,3101,,96473,0,,,,1,,,1955,,,200926,226581,2016,25655,2900.77,,,60374058003004,-0.09816739557
17123624,,,,2.5,4,,,2.5,,2238,2238,2238,,,2238,,6111,2,2,2,567,,,34240969,-119041043,10022,,,,,,1110,261,,61110052.03,51239,2061,,97089,8,,1,,,,,1965,1,,188251,447912,2016,259661,4849.12,,,61110052031013,0.09986920393
17296065,,,900,2.5,3,,,2.5,,1450,1450,1450,,,1450,,6111,1,2,2,410,,,34052554,-118955612,15466,,,,,,1110,261,,61110073,12520,2061,,96116,5,7,1,,,,,1963,1,,92439,127820,2016,35381,1404.06,,,61110073001172,0.1011816163
11142464,1,,,3,4,,9,3,,,3905,3905,,,,,6037,,3,,,,2,34390660,-118516712,58248,1,,,,1,101,261,SCUR1,60379203.14,54311,3101,26134,96373,0,,,,1,,,1988,,,764299,1039457,2016,275158,13259.69,,,60379203142016,0.08302441182
12174654,1,,,2,4,,8,2,,,2509,2509,,,,,6037,,2,,,,2,34191022,-118111319,11212,1,,,,1,101,261,LCR120,60374601.01,30187,3101,,96265,0,,,,1,,,1951,,,121200,173282,2016,52082,2368.91,,,60374601005007,0.01916161922
12273288,,,,2,3,,6,2,,,1264,1264,,,,,6037,,2,,,,7,33909382,-118236533,4999,,,,,,100,261,CORL*,60375413,24174,3101,,96092,0,,,,1,,,1947,,,30618,50893,2016,20275,1430.55,,,60375413001010,0.01060938541
11847952,,,,2,3,,4,2,,,1406,1406,,,,,6037,,2,,,,7,34042806,-118136651,6997,,,,,,100,261,MPR1YY,60374827.01,6021,3101,,96496,0,,,,1,,,1950,,,51941,73969,2016,22028,1208.48,,,60374827014003,-0.01363838398
10841531,,,,3,3,,8,3,,,2040,2040,,,,,6037,,3,,,,2,34183560,-118435019,7442,1,,,,1,101,261,LAR1,60371282.2,12447,3101,268548,96410,0,,,,1,,,1957,,,197728,439395,2016,241667,5416.54,,,60371282202001,0.03234751674
14282856,,,,2.5,4,,,2.5,,,3605,3605,,,,,6059,,2,2,600,,,33637557,-117903581,32504,1,,,,1,122,261,,60590632.02,38032,1286,,96959,0,,1,,,,,1935,,,73453,155497,2016,82044,2285.84,,,60590632023013,-0.5721457671
14740782,,,,3,3,,,3,,,1483,1483,,,,,6059,,3,2,0,,,33798700,-117816000,,,,,,,34,266,,60590758.16,33252,1286,,97067,0,,,,,,,1996,,,192852,456392,2016,263540,4986.2,,,60590758162003,0.02149382053
